2025-10-26 08:25:37 | Algorithm: DQN
2025-10-26 08:25:37 | Target Episodes: 5
2025-10-26 08:25:37 | Configuration:
2025-10-26 08:25:37 |   learning_rate: 0.0001
2025-10-26 08:25:37 |   gamma: 0.99
2025-10-26 08:25:37 |   batch_size: 256
2025-10-26 08:25:37 |   gradient_clip: 1.0
2025-10-26 08:25:37 |   hidden_dims: (512, 512, 256)
2025-10-26 08:25:37 |   epsilon_start: 1.0
2025-10-26 08:25:37 |   epsilon_end: 0.01
2025-10-26 08:25:37 |   epsilon_decay: 300000
2025-10-26 08:25:37 |   replay_buffer_size: 100000
2025-10-26 08:25:37 |   target_update_interval: 1000
2025-10-26 08:25:37 | ================================================================================
2025-10-26 08:26:36 | Algorithm: DQN
2025-10-26 08:26:36 | Target Episodes: 10
2025-10-26 08:26:36 | Configuration:
2025-10-26 08:26:36 |   learning_rate: 0.0001
2025-10-26 08:26:36 |   gamma: 0.99
2025-10-26 08:26:36 |   batch_size: 256
2025-10-26 08:26:36 |   gradient_clip: 1.0
2025-10-26 08:26:36 |   hidden_dims: (512, 512, 256)
2025-10-26 08:26:36 |   epsilon_start: 1.0
2025-10-26 08:26:36 |   epsilon_end: 0.01
2025-10-26 08:26:36 |   epsilon_decay: 300000
2025-10-26 08:26:36 |   replay_buffer_size: 100000
2025-10-26 08:26:36 |   target_update_interval: 1000
2025-10-26 08:26:36 | ================================================================================
2025-10-26 08:26:54 | Ep   10 | Reward:  448.77 | Score:    959 | Tile:  128 | Steps:   nan | ε: 0.996 | Time: 0:00:17
2025-10-26 08:27:22 | Algorithm: DQN
2025-10-26 08:27:22 | Target Episodes: 15
2025-10-26 08:27:22 | Configuration:
2025-10-26 08:27:22 |   learning_rate: 0.0001
2025-10-26 08:27:22 |   gamma: 0.99
2025-10-26 08:27:22 |   batch_size: 256
2025-10-26 08:27:22 |   gradient_clip: 1.0
2025-10-26 08:27:22 |   hidden_dims: (512, 512, 256)
2025-10-26 08:27:22 |   epsilon_start: 1.0
2025-10-26 08:27:22 |   epsilon_end: 0.01
2025-10-26 08:27:22 |   epsilon_decay: 300000
2025-10-26 08:27:22 |   replay_buffer_size: 100000
2025-10-26 08:27:22 |   target_update_interval: 1000
2025-10-26 08:27:22 | ================================================================================
2025-10-26 08:27:43 | Ep   10 | Reward:  542.71 | Score:   1220 | Tile:  128 | Steps:   nan | ε: 0.995 | Time: 0:00:21
2025-10-26 08:27:52 | ================================================================================
2025-10-26 08:27:52 | TRAINING SESSION COMPLETED
2025-10-26 08:27:52 | ================================================================================
2025-10-26 08:27:52 | Algorithm: DQN
2025-10-26 08:27:52 | Episodes Completed: 15
2025-10-26 08:27:52 | Best Score: 1584
2025-10-26 08:27:52 | Best Tile: 128
2025-10-26 08:27:52 | Training Time: 0:00:29
2025-10-26 08:27:52 | ================================================================================
2025-10-26 08:31:41 | Algorithm: DQN
2025-10-26 08:31:41 | Target Episodes: 20
2025-10-26 08:31:41 | Configuration:
2025-10-26 08:31:41 |   learning_rate: 0.0001
2025-10-26 08:31:41 |   gamma: 0.99
2025-10-26 08:31:41 |   batch_size: 256
2025-10-26 08:31:41 |   gradient_clip: 1.0
2025-10-26 08:31:41 |   hidden_dims: (512, 512, 256)
2025-10-26 08:31:41 |   epsilon_start: 1.0
2025-10-26 08:31:41 |   epsilon_end: 0.01
2025-10-26 08:31:41 |   epsilon_decay: 300000
2025-10-26 08:31:41 |   replay_buffer_size: 100000
2025-10-26 08:31:41 |   target_update_interval: 1000
2025-10-26 08:31:41 | ================================================================================
2025-10-26 08:31:59 | Ep   10 | Reward:  250.00 | Score:    972 | Tile:   64 | Steps:   135 | ε: 0.996 | Time: 0:00:17
2025-10-26 08:32:21 | Ep   20 | Reward:  335.96 | Score:   1083 | Tile:  128 | Steps:   142 | ε: 0.991 | Time: 0:00:40
2025-10-26 08:33:01 | Algorithm: DQN
2025-10-26 08:33:01 | Target Episodes: 25
2025-10-26 08:33:01 | Configuration:
2025-10-26 08:33:01 |   learning_rate: 0.0001
2025-10-26 08:33:01 |   gamma: 0.99
2025-10-26 08:33:01 |   batch_size: 256
2025-10-26 08:33:01 |   gradient_clip: 1.0
2025-10-26 08:33:01 |   hidden_dims: (512, 512, 256)
2025-10-26 08:33:01 |   epsilon_start: 1.0
2025-10-26 08:33:01 |   epsilon_end: 0.01
2025-10-26 08:33:01 |   epsilon_decay: 300000
2025-10-26 08:33:01 |   replay_buffer_size: 100000
2025-10-26 08:33:01 |   target_update_interval: 1000
2025-10-26 08:33:01 | ================================================================================
2025-10-26 08:33:21 | Ep   10 | Reward:  606.11 | Score:   1001 | Tile:  128 | Steps:   129 | ε: 0.996 | Time: 0:00:20
